annee_numero_de_tirage,jour_de_tirage,date_de_tirage,date_de_forclusion,boule_1,boule_2,boule_3,boule_4,boule_5,numero_chance,combinaison_gagnante_en_ordre_croissant,nombre_de_gagnant_au_rang1,rapport_du_rang1,nombre_de_gagnant_au_rang2,rapport_du_rang2,nombre_de_gagnant_au_rang3,rapport_du_rang3,nombre_de_gagnant_au_rang4,rapport_du_rang4,nombre_de_gagnant_au_rang5,rapport_du_rang5,nombre_de_gagnant_au_rang6,rapport_du_rang6,nombre_de_gagnant_au_rang7,rapport_du_rang7,nombre_de_gagnant_au_rang8,rapport_du_rang8,nombre_de_gagnant_au_rang9,rapport_du_rang9,nombre_de_codes_gagnants,rapport_codes_gagnants,codes_gagnants,boule_1_second_tirage,boule_2_second_tirage,boule_3_second_tirage,boule_4_second_tirage,boule_5_second_tirage,promotion_second_tirage,combinaison_gagnant_second_tirage_en_ordre_croissant,nombre_de_gagnant_au_rang_1_second_tirage,rapport_du_rang1_second_tirage,nombre_de_gagnant_au_rang_2_second_tirage,rapport_du_rang2_second_tirage,nombre_de_gagnant_au_rang_3_second_tirage,rapport_du_rang3_second_tirage,nombre_de_gagnant_au_rang_4_second_tirage,rapport_du_rang4_second_tirage,numero_jokerplus,devise
23124,LUNDI,16/10/2023,14/01/2024,6,7,37,25,47,9,6-7-25-37-47+9,,2000000,,144556.9,34,5289.4,236,536.9,1329,57,12897,21.1,20857,10.1,190955,4.4,288859,2.2,10,20000,"G 3627 6932, E 6300 8328, V 1764 3164, D 7830 3174, J 0485 4050, S 6744 7633, G 1741 7948, O 9339 0293, K 3497 5162, C 6910 6186",8,32,34,36,43,,8-32-34-36-43,,106788,166,806.3,7199,47.9,99939,3,4572493,eur
23123,SAMEDI,14/10/2023,12/01/2024,13,14,27,4,20,1,4-13-14-20-27+1,1,2000000,6,45358,81,820,1042,229.2,2684,53,36579,14,32611,12.2,420240,3.7,354374,2.2,10,20000,"I 4866 9290, T 9450 2136, O 7268 2766, E 1614 8972, F 5267 3319, C 3436 7463, S 5724 4170, Q 2311 9961, T 3914 3034, E 5382 8738",15,20,24,35,40,,15-20-24-35-40,2,86503,248,778.6,12360,40.3,189767,3,2321901,eur
23122,MERCREDI,11/10/2023,09/01/2024,10,16,15,6,24,8,6-10-15-16-24+8,1,12000000,3,67754.8,68,729.5,770,231.7,3039,35,27520,13.9,36212,8.2,323250,3.6,400875,2.2,10,20000,"A 3266 9846, U 7061 9726, V 1143 8024, J 3626 1593, W 5261 2375, L 9499 1036, H 1754 8972, P 0721 6755, E 9611 6924, F 5984 2614",8,25,36,37,47,,8-25-36-37-47,,141232,159,1049.3,9053,47.4,143912,3,4039188,eur
23121,LUNDI,09/10/2023,07/01/2024,9,16,32,30,23,6,9-16-23-30-32+6,,11000000,5,37708.2,53,868.2,595,276.1,2141,46.1,19313,18.4,26208,10.5,255446,4.2,332775,2.2,10,20000,"M 0830 7779, M 0414 5883, K 7785 0832, Q 5097 1393, T 8694 8227, G 8194 2499, L 6036 9684, A 5066 6110, L 3009 8787, V 7040 2064",5,7,19,20,25,,5-7-19-20-25,3,42890,590,156.8,18273,13,202305,3,2210066,eur
23120,SAMEDI,07/10/2023,05/01/2024,5,12,42,9,26,2,5-9-12-26-42+2,,10000000,4,77217.4,106,711.2,1103,246.5,3905,41.3,42063,13.8,47857,9.4,487641,3.6,504475,2.2,10,20000,"F 3993 7438, O 4201 7434, T 7346 1088, F 6095 4690, I 2987 9530, N 4468 2184, N 8326 0822, F 6900 3079, R 7607 5997, U 7604 6938",9,11,17,39,40,,9-11-17-39-40,,204302,394,510.2,17269,29.9,256832,3,9439467,eur
23119,MERCREDI,04/10/2023,02/01/2024,26,21,40,27,31,1,21-26-27-31-40+1,,9000000,,220337.7,30,9137.2,295,653,1263,91.6,16113,25.7,21111,15.2,254354,5,304419,2.2,10,20000,"W 5223 5705, F 5116 4037, S 7976 8935, O 1432 9664, W 5224 8593, H 5605 5464, S 4651 6733, H 9827 6998, A 4432 4057, G 5499 5336",3,16,19,22,34,,3-16-19-22-34,1,141586,309,423.7,13840,24.5,186613,3,5589634,eur
23118,LUNDI,02/10/2023,31/12/2023,6,40,17,15,3,1,3-6-15-17-40+1,,8000000,1,180645.4,39,1130.5,385,410.9,1414,66.8,17816,19.1,19822,13.3,240782,4.3,244602,2.2,10,20000,"H 2274 6276, G 8055 4546, L 2843 6619, B 1356 8985, D 5237 5433, H 1949 1802, T 6801 3871, E 8745 4426, D 7140 4125, H 3842 3690",10,16,20,29,48,,10-16-20-29-48,1,119442,241,485.2,11600,25.9,151111,3,9231307,eur
23117,SAMEDI,30/09/2023,29/12/2023,33,48,25,23,41,1,23-25-33-41-48+1,,7000000,2,146643.1,41,1745.9,431,597.6,1929,79.5,21270,25.9,26686,16.1,312260,5.4,405104,2.2,10,20000,"H 7601 8296, M 7598 6269, S 2404 8955, C 8872 1374, W 5205 6374, U 6196 6584, Q 0502 9659, T 2622 3568, V 3986 6922, D 2341 5501",1,13,16,19,25,,1-13-16-19-25,1,190635,806,194.9,23464,17.1,276979,3,9948100,eur
23116,MERCREDI,27/09/2023,26/12/2023,44,14,30,25,17,3,14-17-25-30-44+3,,6000000,1,180734.7,38,1131.1,423,374.3,2087,45.4,18686,18.2,28913,9.1,248637,4.2,378981,2.2,10,20000,"V 2156 2277, F 2879 6714, J 4500 4299, U 0623 0550, S 7322 1939, B 5657 6606, F 2538 4597, Q 6409 2796, I 3444 5218, V 8078 0605",16,17,30,38,45,,16-17-30-38-45,,129585,172,848.8,9286,40.2,141731,3,4012391,eur
23115,LUNDI,25/09/2023,24/12/2023,4,13,27,46,21,4,4-13-21-27-46+4,,5000000,1,152607.2,71,524.6,452,297.2,2106,38,17123,16.8,25595,8.7,219773,4,285709,2.2,10,20000,"R 4373 1111, S 2632 2650, M 1860 2888, Q 3984 9368, F 0184 5920, H 1501 9933, T 6867 7225, E 0743 2158, B 5275 1215, B 9404 9657",2,9,30,34,47,,2-9-30-34-47,1,109466,142,845.7,7598,41,121658,3,5909206,eur
23114,SAMEDI,23/09/2023,22/12/2023,26,28,40,37,6,8,6-26-28-37-40+8,,4000000,,248219,43,7181.4,418,521.5,2247,58,19395,24.1,34616,10.5,300870,4.7,508470,2.2,10,20000,"M 2774 0807, W 5155 8022, L 6531 4623, A 7330 8291, T 6368 7262, S 6102 6121, V 6074 2411, V 0159 6247, J 2290 8466, N 5598 5579",2,12,27,41,46,,2-12-27-41-46,2,88764,280,659.4,14024,33.9,211046,3,3246574,eur
23113,MERCREDI,20/09/2023,19/12/2023,48,19,37,16,29,1,16-19-29-37-48+1,,3000000,3,64198.6,28,1678.8,384,440.3,1188,85.2,15213,23.8,18465,15.3,224270,4.9,267386,2.2,10,20000,"T 8269 1837, L 5099 8397, L 1004 2065, D 8442 4855, D 7154 1787, T 6973 9661, N 1437 2185, O 4696 1705, L 6684 4080, K 0134 4131",18,21,28,41,45,,18-21-28-41-45,,125131,279,486.4,10021,34.6,143088,3,566666,eur
23112,LUNDI,18/09/2023,17/12/2023,5,30,40,35,17,6,5-17-30-35-40+6,,2000000,2,74245.9,24,1510.1,198,653.6,1085,71.7,11761,23.8,17738,12.2,179114,4.8,265244,2.2,10,20000,"B 1520 9301, C 0158 9329, I 5611 6202, F 1206 8970, Q 7003 4207, T 6998 1030, P 3230 5810, J 8193 8870, G 0756 4550, O 6124 0570",2,19,20,28,38,,2-19-20-28-38,,105870,202,503.8,9761,26.9,135537,3,7059607,eur
23111,SAMEDI,16/09/2023,15/12/2023,42,43,32,40,15,4,15-32-40-42-43+4,1,18000000,1,281030.8,37,1853.8,328,751.9,2055,71.6,18586,28.4,31658,13,288437,5.6,552656,2.2,10,20000,"P 0036 7730, U 6258 8386, O 0970 4863, B 8054 1167, S 9802 5114, L 2303 4530, R 3518 3462, B 1426 9741, N 1080 8402, H 1664 0651",3,8,27,48,49,,3-8-27-48-49,1,193026,383,502.5,17314,28.4,240873,3,8936042,eur
23110,MERCREDI,13/09/2023,12/12/2023,11,27,30,48,49,8,11-27-30-48-49+8,,16000000,2,106292.8,57,910.2,453,412.2,2222,50,19580,20.4,33298,9.3,286302,4.3,448074,2.2,10,20000,"S 7875 3690, T 0031 3493, I 6930 2874, R 0858 8793, R 3876 9801, N 3667 0035, W 5123 9985, S 0800 3601, E 3962 9149, T 7387 5961",14,23,39,44,45,,14-23-39-44-45,,149013,289,584.2,11660,37.1,160958,3,9431788,eur
23109,LUNDI,11/09/2023,10/12/2023,31,44,40,13,28,6,13-28-31-40-44+6,,15000000,3,65122.2,37,1288.7,421,408.5,1794,57,17374,21.2,25404,11.2,249971,4.5,348660,2.2,10,20000,"A 1469 0446, N 2115 9259, G 7890 3620, G 6973 4418, U 5933 1018, I 6831 0721, C 9094 0378, C 8512 2106, N 4611 3422, N 1788 4652",3,10,16,35,42,,3-10-16-35-42,3,44083,261,534.6,10500,34,155889,3,8549474,eur
23108,SAMEDI,09/09/2023,08/12/2023,15,7,3,42,4,4,3-4-7-15-42+4,,14000000,1,296230.1,88,812.3,731,354.3,3711,41.8,33118,16.8,49918,8.7,443740,3.8,561024,2.2,10,20000,"J 5062 5779, R 8033 2513, S 0725 7629, H 2400 4918, B 5212 0432, I 3874 3092, P 1504 7296, J 8014 0065, R 6183 3154, H 7521 0488",6,15,24,28,33,,6-15-24-28-33,,201938,550,348.8,19090,26,260512,3,7326548,eur
23107,MERCREDI,06/09/2023,05/12/2023,47,30,15,33,4,10,4-15-30-33-47+10,,13000000,2,114001.2,41,1357.3,382,518.6,1526,78.3,17024,25.2,23804,14,262729,5,349561,2.2,10,20000,"M 5287 3026, H 5545 8427, I 0117 5593, V 7385 3423, C 3463 1656, L 8017 9785, U 8063 6671, P 2741 1559, V 4815 4602, R 0302 4871",11,24,25,26,30,,11-24-25-26-30,2,74029,350,385.1,15145,22.8,199361,3,9235278,eur
23106,LUNDI,04/09/2023,03/12/2023,27,13,2,11,36,10,2-11-13-27-36+10,,12000000,2,103071.5,41,1227.1,560,324,1963,54.9,23702,16.3,25485,11.8,301752,3.9,308319,2.2,10,20000,"P 7700 6237, G 0617 1368, T 8153 2285, U 2191 5933, W 5059 7821, B 8843 4147, T 9067 2418, Q 1069 5046, P 0697 4623, H 3954 8348",1,11,29,30,48,,1-11-29-30-48,,133111,269,491,12394,27.3,166892,3,6019762,eur
23105,SAMEDI,02/09/2023,01/12/2023,10,33,47,1,7,10,1-7-10-33-47+10,,11000000,1,305425,69,1080.3,705,380.8,3092,51.7,31439,18.3,39814,11.2,423800,4.1,461186,2.2,10,20000,"U 1646 2670, R 4353 0225, J 2208 1469, G 0270 5623, J 6256 9139, A 6839 9497, N 1166 8963, F 0673 9029, I 7833 9100, E 1906 2395",2,10,11,33,47,,2-10-11-33-47,3,65982,373,519.4,17716,28.1,249898,3,4459447,eur
23104,MERCREDI,30/08/2023,28/11/2023,46,31,20,45,39,10,20-31-39-45-46+10,,10000000,,216202.5,34,7910.9,271,694.6,1346,83.8,12744,31.9,20384,15.5,206619,6,332619,2.2,10,20000,"C 3701 1234, G 8867 9499, I 4337 7333, F 9198 3623, P 5717 1585, O 3965 0230, M 7885 4576, T 1573 4367, O 6822 1742, R 1940 2744",22,23,24,31,40,,22-23-24-31-40,,140016,194,756.8,10602,35.9,163324,3,3330819,eur
23103,LUNDI,28/08/2023,26/11/2023,9,35,23,37,28,7,9-23-28-35-37+7,,9000000,2,70130.7,53,645.9,365,337.3,2220,33.1,14485,18.2,32343,6.3,207080,3.9,435593,2.2,10,20000,"R 1830 0313, M 5165 9379, D 0966 6301, R 6146 7757, D 3205 9273, F 2022 0489, O 5933 2691, R 8526 2192, E 6943 6724, M 2688 2676",2,8,20,36,38,,2-8-20-36-38,1,114494,166,742,8276,38.5,130374,3,2051561,eur
23102,SAMEDI,26/08/2023,24/11/2023,15,14,21,34,45,5,14-15-21-34-45+5,,8000000,,242373.8,57,5198.8,393,540.1,2614,48.6,19635,23.2,40808,8.7,303737,4.6,584816,2.2,10,20000,"V 0804 7340, Q 2091 3680, I 9590 0341, T 7093 0444, M 5763 6700, L 7022 5637, I 4108 8248, P 6883 0156, S 9421 9601, R 6624 7912",10,13,19,39,43,,10-13-19-39-43,,177813,356,478.1,15842,27.5,229655,3,4674357,eur
23101,MERCREDI,23/08/2023,21/11/2023,46,29,25,8,34,7,8-25-29-34-46+7,,7000000,,154551.4,41,4689.6,262,517.3,1907,42.5,13608,21.4,31665,7.1,210003,4.2,512175,2.2,10,20000,"B 0999 4247, S 4652 4603, E 0258 8531, T 3281 9571, U 3395 9023, P 8710 4733, C 0719 1440, B 7243 6288, K 9341 1883, K 6984 1375",3,5,7,22,40,,3-5-7-22-40,1,126551,342,302.3,14929,17.7,184954,3,1172935,eur
23100,LUNDI,21/08/2023,19/11/2023,3,17,4,36,22,6,3-4-17-22-36+6,,6000000,1,155220.1,42,902,320,425.6,1515,53.6,14895,19.6,21916,10.3,214386,4.2,278918,2.2,10,20000,"N 2486 8805, S 0499 7376, T 9929 0472, A 4623 9713, L 4268 6734, V 5098 8001, H 2871 4510, B 2334 8709, V 1552 1367, F 5638 9893",3,6,12,40,43,,3-6-12-40-43,1,108403,191,559.8,9591,28.5,136773,3,6457240,eur
23099,SAMEDI,19/08/2023,17/11/2023,27,8,32,11,4,10,4-8-11-27-32+10,,5000000,2,127032.7,61,1016.5,781,285.6,2476,53.8,30348,15.8,32261,11.5,375097,3.9,390637,2.2,10,20000,"E 6626 8884, M 4686 5305, R 1490 7084, U 5010 6148, J 5637 2760, K 6701 8217, J 9920 1021, H 8541 6619, J 5351 9696, T 9378 4321",7,33,34,44,49,,7-33-34-44-49,1,167121,261,695.6,13199,35.3,190004,3,2006839,eur
23098,MERCREDI,16/08/2023,14/11/2023,24,41,19,35,27,9,19-24-27-35-41+9,,4000000,6,28437.2,55,757.1,351,427.9,1656,54,14891,21.6,24120,10.3,215674,4.5,334514,2.2,10,20000,"B 2001 8971, U 2571 8774, E 2360 7598, R 3140 7666, D 0445 7931, N 2665 2450, F 1928 8633, K 6884 5996, E 8439 7274, K 1015 0619",11,20,31,41,42,,11-20-31-41-42,,119485,184,732.6,8273,41.7,130619,3,4384728,eur
23097,LUNDI,14/08/2023,12/11/2023,44,13,3,27,49,9,3-13-27-44-49+9,,3000000,2,74570.1,58,627.6,437,299,1937,40.4,17006,16.5,24361,8.9,217992,3.9,280145,2.2,10,20000,"T 7604 2594, A 1823 2099, I 7311 2899, U 9870 8467, P 6087 3789, O 3288 1208, E 3436 8172, E 8677 7346, D 1632 8189, Q 3340 0295",16,19,21,32,37,,16-19-21-32-37,,107335,183,648.1,7874,38.5,120278,3,2789417,eur
23096,SAMEDI,12/08/2023,10/11/2023,9,20,44,1,39,9,1-9-20-39-44+9,,2000000,1,234617.9,52,1101.2,404,509.9,2427,50.7,19654,22.5,36133,9.5,300507,4.5,458096,2.2,10,20000,"H 1332 3128, L 9728 0223, O 0760 8865, D 4819 9067, M 7981 9677, R 0821 5683, G 3691 8572, H 1700 4298, K 7440 9697, R 5462 9027",7,10,21,29,47,,7-10-21-29-47,3,55204,499,292.2,18185,20.5,229367,3,4260925,eur
23095,MERCREDI,09/08/2023,07/11/2023,6,31,45,14,3,9,3-6-14-31-45+9,1,14000000,1,213540.8,65,801.8,395,475.9,2278,49.1,20034,20,31512,9.9,287555,4.3,414136,2.2,10,20000,"O 3171 3409, G 1346 3299, D 7096 5829, A 5592 4449, J 3526 4684, I 6502 7973, F 5450 9420, S 5848 3166, A 7964 1870, G 4488 1633",10,14,27,33,35,,10-14-27-33-35,,145569,270,546.7,11933,31.8,177300,3,6851923,eur
23094,LUNDI,07/08/2023,05/11/2023,11,1,15,48,47,7,1-11-15-47-48+7,,13000000,3,53537.2,63,612.5,319,441.8,2452,34.4,15201,19.9,36573,6.4,226992,4.1,490881,2.2,10,20000,"K 1844 4637, S 0225 0924, N 3221 0441, J 1094 1697, P 2034 7188, L 0722 9177, I 6834 1687, T 6784 5404, B 1859 5879, M 7727 5337",13,16,17,37,45,,13-16-17-37-45,,128036,177,736.4,9846,34.2,154840,3,8967901,eur
23093,SAMEDI,05/08/2023,03/11/2023,40,42,2,7,10,2,2-7-10-40-42+2,,12000000,3,76559.1,70,1067.7,579,463.2,3173,50.6,28357,20.3,42205,10.6,410294,4.3,492658,2.2,10,20000,"D 6711 9613, D 5700 8286, N 6454 7983, L 5082 9333, B 5475 8550, J 1996 2697, F 9251 3056, M 3981 8635, F 5119 8759, C 9678 2196",9,11,16,37,42,,9-11-16-37-42,1,200099,342,581.9,16800,30.6,248159,3,4930528,eur
23092,MERCREDI,02/08/2023,31/10/2023,18,12,32,9,23,9,9-12-18-23-32+9,,11000000,5,40504.6,83,595.5,620,287,2820,37.6,25922,14.7,35750,8.3,315726,3.7,376972,2.2,10,20000,"N 9300 6863, K 8666 7779, V 2884 3963, W 4889 0643, R 3279 8938, S 5302 6825, G 7708 5512, K 9262 0959, W 4887 5320, S 8874 2074",4,10,18,20,45,,4-10-18-20-45,,138851,344,375.3,14021,23.6,183283,3,1214975,eur
23091,LUNDI,31/07/2023,29/10/2023,1,47,22,33,4,1,1-4-22-33-47+1,,10000000,2,93271.8,41,1110.5,278,588.6,1620,60.3,15510,22.7,22097,12.3,225869,4.8,277570,2.2,10,20000,"S 3586 1138, J 2168 8375, V 6701 9116, Q 0005 6367, H 5885 6612, G 5711 9971, B 2289 6129, U 1858 5453, B 3532 1048, E 4471 5843",21,27,33,40,44,,21-27-33-40-44,2,60799,190,720.2,8856,39.8,132425,3,8170154,eur
23090,SAMEDI,29/07/2023,27/10/2023,1,49,29,18,37,4,1-18-29-37-49+4,,9000000,4,66284,59,1096.8,640,364.1,2627,53,24390,20.5,35962,10.8,335471,4.5,517990,2.2,10,20000,"O 3109 0117, G 5818 1197, V 2752 3797, A 8690 7121, I 2330 2819, O 2430 1112, E 7199 3331, L 7961 1180, E 3445 5421, E 6278 2916",2,3,9,24,49,,2-3-9-24-49,,182720,395,411.5,19011,21.9,250843,3,9947345,eur
23089,MERCREDI,26/07/2023,24/10/2023,17,49,18,28,11,7,11-17-18-28-49+7,,8000000,,163372.1,64,3126.8,473,303.4,3472,24.6,20356,15.1,45570,5.2,272357,3.4,504194,2.2,10,20000,"P 1513 1488, R 9418 2138, U 3984 6417, J 1907 1934, K 3304 7439, U 2374 4318, B 5335 4054, Q 9421 4811, H 8540 1254, L 8942 5858",1,14,26,28,49,,1-14-26-28-49,1,129981,329,384.1,12493,25.9,165994,3,4475321,eur
23088,LUNDI,24/07/2023,22/10/2023,12,1,31,45,17,7,1-12-17-31-45+7,,7000000,,139828.6,76,449,406,303.1,2744,26.7,16312,16.1,37172,5.5,220567,3.6,438092,2.2,10,20000,"C 4858 0066, F 5394 5166, H 4936 8664, S 7512 7706, U 2032 6413, M 7374 4197, K 2600 6413, J 4533 4961, K 9170 7760, F 4759 2152",22,25,28,44,49,,22-25-28-44-49,1,113588,188,593.3,9510,30,143873,3,3114606,eur
23087,SAMEDI,22/07/2023,20/10/2023,37,33,42,36,31,3,31-33-36-37-42+3,,6000000,1,245161.6,35,1709.6,420,510.2,1855,69,16444,28.1,28915,12.4,245551,5.8,531720,2.2,10,20000,"K 8074 9442, I 8276 4193, K 5832 8775, B 2547 0411, T 2291 2015, A 7541 7160, F 4784 7667, C 6071 2718, E 3299 3120, H 1629 0838",1,5,7,25,26,,1-5-7-25-26,1,174498,646,207,22887,15,265193,3,5531744,eur
23086,MERCREDI,19/07/2023,17/10/2023,35,5,39,19,11,9,5-11-19-35-39+9,,5000000,,182640.3,34,6682.8,381,422,1959,48.8,18447,18.6,28627,9.3,261561,4,342273,2.2,10,20000,"C 3420 5071, E 9845 2074, B 4008 1712, K 3355 6458, V 7821 9791, L 3379 0174, S 0883 3773, N 2850 8124, W 4809 0406, W 4807 6014",10,21,36,40,46,,10-21-36-40-46,1,125217,155,976.7,7920,48.8,124799,3,3385007,eur
23085,LUNDI,17/07/2023,15/10/2023,47,6,20,9,41,9,6-9-20-41-47+9,,4000000,1,146587.9,44,813.1,247,518.2,1501,51.2,12095,22.8,21978,9.7,187392,4.5,285215,2.2,10,20000,"O 2525 5115, F 4416 6214, O 1338 5499, W 4795 9082, L 9385 3048, B 1723 3250, C 0245 6359, U 8790 8560, D 4867 9962, O 0491 4388",25,26,28,31,45,,25-26-28-31-45,,105750,158,722.9,7591,38.8,120823,3,9873616,eur
23084,SAMEDI,15/07/2023,13/10/2023,7,32,42,45,12,6,7-12-32-42-45+6,,3000000,5,47632.5,43,1321.1,488,428.7,2251,55.5,22162,20.2,32384,10.8,318947,4.3,431338,2.2,10,20000,"W 4790 2678, J 4834 0638, P 5789 3743, U 8420 1947, J 5451 1601, R 1007 6159, L 5907 6055, R 1850 1464, J 2204 4102, B 9539 9511",9,10,16,29,41,,9-10-16-29-41,2,82150,358,440.7,14706,27.6,211385,3,992533,eur
23083,MERCREDI,12/07/2023,10/10/2023,31,18,34,27,26,8,18-26-27-31-34+8,,2000000,,170336.5,31,6835.8,314,477.5,1819,49,14995,21.4,25599,9.7,218057,4.5,345999,2.2,10,20000,"O 3931 3748, C 9004 3590, U 7298 6065, A 9683 8032, U 6440 6366, K 9372 4454, K 7689 2390, C 8027 5964, B 5236 7995, L 0775 0225",19,20,28,30,47,,19-20-28-30-47,,122002,184,662.8,10134,31,151120,3,8627697,eur
23082,LUNDI,10/07/2023,08/10/2023,14,3,10,44,8,2,3-8-10-14-44+2,3,666667,,148386.5,44,4195.5,441,296.2,1550,50.2,17153,16.3,20289,10.7,220044,3.9,232946,2.2,10,20000,"K 7165 4752, J 6999 0860, K 8658 1255, F 3225 5943, L 8620 5182, W 4739 5686, B 3952 0482, C 4214 8193, O 8683 2523, P 5913 6996",2,19,28,39,45,,2-19-28-39-45,,102979,186,588.3,8039,35,119912,3,1021395,eur
23081,SAMEDI,08/07/2023,06/10/2023,6,19,48,32,10,5,6-10-19-32-48+5,1,13000000,3,89536,74,885.9,601,393.4,3321,42.4,27271,18.5,46606,8.4,377896,4.1,618788,2.2,10,20000,"V 0177 4194, E 6131 9215, I 8730 6890, C 3025 6587, G 7537 6744, U 7596 6886, D 5700 8029, K 4433 2078, P 5686 2558, I 9749 5530",17,19,33,39,41,,17-19-33-39-41,1,194344,376,570.9,15012,36.7,216195,3,1140947,eur
23080,MERCREDI,05/07/2023,03/10/2023,22,8,19,7,15,5,7-8-15-19-22+5,,12000000,1,195133.7,99,481,831,205.9,4259,24,31053,11.8,47671,6,351373,3.2,451026,2.2,10,20000,"G 5056 3534, S 1517 7468, H 1841 9653, J 3653 9337, G 5097 7325, W 4751 4127, R 4556 5973, O 1895 7367, O 1768 2733, L 6680 2598",18,21,32,41,47,,18-21-32-41-47,1,141571,243,691.9,9252,46.5,143644,3,2415214,eur
23079,LUNDI,03/07/2023,01/10/2023,42,23,2,8,35,7,2-8-23-35-42+7,,11000000,,158786.9,65,3039.1,375,371.7,2362,35.2,16234,18.4,34596,6.7,226703,4,497071,2.2,10,20000,"K 7729 4250, B 9626 4694, I 6734 8759, R 8583 2049, K 5310 5098, D 1336 2746, F 7748 4819, S 1060 9986, I 1492 5358, P 6106 2790",4,11,22,27,43,,4-11-22-27-43,3,42620,342,332.2,13926,20.9,175702,3,8932349,eur
23057,SAMEDI,13/05/2023,11/08/2023,43,6,25,34,9,5,6-9-25-34-43+5,1,5000000,1,243696,47,1265.5,537,398.7,2807,45.5,22651,20.3,41455,8.6,327885,4.3,578614,2.2,10,20000,"E 3965 6652, A 7721 2902, F 8207 7433, J 4263 8884, M 9841 1800, M 3631 8024, S 4452 2703, B 1294 4158, S 9792 3849, O 1289 5324",6,7,26,32,44,,6-7-26-32-44,1,179383,310,580.3,14849,31.2,221223,3,2595079,eur
23056,MERCREDI,10/05/2023,08/08/2023,45,12,44,15,9,1,9-12-15-44-45+1,,4000000,1,198939.9,34,1428.1,389,450.2,1507,69.1,19037,19.7,21347,13.6,273193,4.2,266276,2.2,10,20000,"T 5545 4084, W 4497 9948, B 6256 3373, A 2935 0688, C 1402 6503, M 7333 0401, V 5782 9804, S 5152 6376, I 1018 8151, J 0926 9126",11,13,18,25,47,,11-13-18-25-47,,127399,320,344.5,13619,20.7,178877,3,360145,eur
23055,LUNDI,08/05/2023,06/08/2023,43,47,16,39,4,5,4-16-39-43-47+5,,3000000,,124406.5,16,9673.1,202,536.8,1041,62.5,8808,26.6,16904,10.8,140401,5.1,312369,2.2,10,20000,"C 0041 9987, U 1900 8623, P 8296 3643, A 0048 2163, S 5146 8396, S 5395 2966, F 2952 2910, P 8919 2825, W 4489 7597, W 4492 0474",12,22,25,28,49,,12-22-25-28-49,1,100000,245,338.5,10047,21.1,135238,3,9647704,eur
23054,SAMEDI,06/05/2023,04/08/2023,47,25,42,2,30,10,2-25-30-42-47+10,,2000000,1,257226.1,31,2025.2,364,622,1610,83.7,17788,27.2,25151,15,281336,5.3,387845,2.2,10,20000,"K 7177 6068, T 2658 0794, B 7741 6579, T 1732 7660, M 2039 8798, C 9538 1371, D 2227 7242, G 5203 3057, O 6250 2777, K 8960 8847",4,11,13,23,28,,4-11-13-23-28,7,24305,748,158.3,24973,12.2,272483,3,6111780,eur
23053,MERCREDI,03/05/2023,01/08/2023,17,23,13,20,45,8,13-17-20-23-45+8,1,2000000,3,57129.5,47,890,455,328.7,2189,41.1,20403,15.8,29617,8.5,264078,3.7,343093,2.2,10,20000,"T 9896 6059, D 2376 9840, T 7436 5351, C 2659 9578, O 2284 8466, M 1889 5625, B 4643 6137, D 2655 2277, C 5095 1769, G 5725 1408",16,29,32,37,44,,16-29-32-37-44,1,121583,236,592.3,9098,39.8,127561,3,8145416,eur
23052,LUNDI,01/05/2023,30/07/2023,15,41,33,44,5,10,5-15-33-41-44+10,1,3000000,2,68569.9,30,1115.7,308,389.4,983,73.2,11148,23.2,13876,14.5,159268,5,192703,2.2,10,20000,"E 5061 3682, Q 0291 6460, L 8212 5984, P 7252 9238, Q 3699 4539, P 8576 9514, F 7237 0062, M 4416 0907, U 2249 8081, Q 0667 3856",7,17,18,30,42,,7-17-18-30-42,,100000,224,359.5,9106,22.7,124307,3,2872827,eur
23051,SAMEDI,29/04/2023,28/07/2023,40,48,36,22,3,5,3-22-36-40-48+5,,2000000,1,226422.8,65,850.2,393,505.9,2155,55,17255,24.7,32097,10.3,265530,4.9,543468,2.2,10,20000,"U 3256 3818, S 8335 9935, M 5792 1830, R 2857 1819, J 7431 4172, R 1512 9654, B 7529 2240, B 1041 6547, V 2256 0886, O 2490 9829",2,4,11,19,47,,2-4-11-19-47,4,42239,514,287.8,19182,19.8,234881,3,1606667,eur
23050,MERCREDI,26/04/2023,25/07/2023,3,18,24,11,14,10,3-11-14-18-24+10,1,18000000,4,56900.7,71,782.4,942,212.2,2461,48.4,31053,13.8,29385,11.3,357426,3.7,332465,2.2,10,20000,"G 8054 5870, K 4571 5142, D 2488 5588, T 8483 8396, W 4453 3418, H 8000 8989, P 7374 2456, L 0888 9109, K 7314 2676, D 6023 4671",14,17,24,46,49,,14-17-24-46-49,2,47784,235,642.7,11274,34.2,169086,3,8943880,eur
23049,LUNDI,24/04/2023,23/07/2023,41,23,25,1,49,2,1-23-25-41-49+2,,17000000,1,189092.3,35,1318.6,308,538.7,1414,70.1,15750,22.6,20921,13.2,227709,4.8,315603,2.2,10,20000,"L 8275 3396, Q 7007 4931, H 5316 3876, U 1067 3832, M 8615 2225, U 0831 9356, P 4144 1718, W 4426 8637, G 3969 5580, F 8598 3530",9,11,22,24,29,,9-11-22-24-29,3,41534,530,173,16671,14.1,193898,3,3163915,eur
