annee_numero_de_tirage,jour_de_tirage,date_de_tirage,date_de_forclusion,boule_1,boule_2,boule_3,boule_4,boule_5,numero_chance,combinaison_gagnante_en_ordre_croissant,nombre_de_gagnant_au_rang1,rapport_du_rang1,nombre_de_gagnant_au_rang2,rapport_du_rang2,nombre_de_gagnant_au_rang3,rapport_du_rang3,nombre_de_gagnant_au_rang4,rapport_du_rang4,nombre_de_gagnant_au_rang5,rapport_du_rang5,nombre_de_gagnant_au_rang6,rapport_du_rang6,nombre_de_gagnant_au_rang7,rapport_du_rang7,nombre_de_gagnant_au_rang8,rapport_du_rang8,nombre_de_gagnant_au_rang9,rapport_du_rang9,nombre_de_codes_gagnants,rapport_codes_gagnants,codes_gagnants,boule_1_second_tirage,boule_2_second_tirage,boule_3_second_tirage,boule_4_second_tirage,boule_5_second_tirage,promotion_second_tirage,combinaison_gagnant_second_tirage_en_ordre_croissant,nombre_de_gagnant_au_rang_1_second_tirage,rapport_du_rang1_second_tirage,nombre_de_gagnant_au_rang_2_second_tirage,rapport_du_rang2_second_tirage,nombre_de_gagnant_au_rang_3_second_tirage,rapport_du_rang3_second_tirage,nombre_de_gagnant_au_rang_4_second_tirage,rapport_du_rang4_second_tirage,numero_jokerplus,devise
2019009,LUNDI,21/01/2019,23/03/2019,17,26,30,47,20,6,17-20-26-30-47+6,,3000000,,100000,22,1000,312,500,1421,50,13551,20,19450,10,192341,5,259423,2.2,10,20000,"E 7785 9019,M 1619 6863,I 8999 0486,K 8780 4678,L 9198 0505,M 4355 5652,H 7139 5555,P 0708 2541,N 2001 1271,G 4702 2001",,,,,,None,None,,,,,,,,,,eur
2019008,SAMEDI,19/01/2019,21/03/2019,37,10,39,16,34,7,10-16-34-37-39+7,,2000000,,100000,52,1000,339,500,2603,50,15958,20,41548,10,256215,5,725406,2.2,10,20000,"B 6515 7075,Q 3465 9386,B 3345 7386,T 3551 4669,G 4872 8013,T 8551 2047,O 2060 3785,U 4625 9675,K 7751 6102,B 1615 2674",,,,,,None,None,,,,,,,,,,eur
2019007,MERCREDI,16/01/2019,18/03/2019,15,11,10,1,31,3,1-10-11-15-31+3,1,5000000,7,100000,86,1000,807,500,3022,50,27632,20,35604,10,311536,5,377504,2.2,10,20000,"Q 8034 9783,R 4068 3981,F 5033 7588,K 9306 9286,F 9062 0790,U 6836 1369,K 0138 6625,E 7863 7472,A 2572 5957,T 4981 0885",,,,,,None,None,,,,,,,,,,eur
2019006,LUNDI,14/01/2019,16/03/2019,35,33,44,1,11,10,1-11-33-35-44+10,,4000000,,100000,30,1000,366,500,1171,50,13199,20,17010,10,192496,5,233868,2.2,10,20000,"D 2302 1314,T 6717 9609,K 6252 7755,E 9384 0072,V 4892 4983,C 0644 3118,E 3463 6508,G 3113 2220,O 0638 1202,M 4281 6792",,,,,,None,None,,,,,,,,,,eur
2019005,SAMEDI,12/01/2019,14/03/2019,19,24,11,34,25,8,11-19-24-25-34+8,,3000000,2,100000,60,1000,526,500,2939,50,25864,20,41625,10,367813,5,515221,2.2,10,20000,"T 1571 9544,N 8540 2450,L 4552 0766,O 9460 9602,M 3964 3162,N 9801 9939,A 4497 7953,H 3238 6746,D 7951 9848,L 3692 2660",,,,,,None,None,,,,,,,,,,eur
2019004,MERCREDI,09/01/2019,11/03/2019,6,19,46,21,15,10,6-15-19-21-46+10,,2000000,2,100000,44,1000,469,500,1660,50,20264,20,21606,10,265476,5,271392,2.2,10,20000,"G 5271 6911,H 4241 8044,B 6532 1964,Q 9692 1940,V 1654 1072,L 2529 8014,L 1289 5423,M 9225 9151,R 8264 3080,T 9847 4549",,,,,,None,None,,,,,,,,,,eur
2019003,LUNDI,07/01/2019,09/03/2019,1,19,12,31,7,10,1-7-12-19-31+10,1,3000000,9,100000,92,1000,1033,500,2326,50,29259,20,23077,10,286785,5,228358,2.2,10,20000,"W 0627 8777,M 1681 6872,B 1710 0736,J 7929 8015,Q 3784 4355,Q 7355 1292,C 9587 6497,U 0861 4615,I 2449 3168,F 8995 8756",,,,,,None,None,,,,,,,,,,eur
2019002,SAMEDI,05/01/2019,07/03/2019,48,18,40,7,6,7,6-7-18-40-48+7,,2000000,,100000,60,1000,446,500,3529,50,21944,20,56703,10,331670,5,726220,2.2,10,20000,"U 2008 9147,U 7874 8531,S 5048 6792,B 1085 9248,P 0053 2804,G 5182 2263,Q 1458 7864,S 7722 2715,U 2996 4665,F 6308 1527",,,,,,None,None,,,,,,,,,,eur
2019001,MERCREDI,02/01/2019,04/03/2019,36,12,29,2,26,7,2-12-26-29-36+7,1,11000000,3,100000,81,1000,487,500,3255,50,19290,20,45693,10,262176,5,580605,2.2,10,20000,"Q 1232 0444,D 6243 0817,O 3577 1075,C 3236 6226,U 1350 0198,G 1262 5228,F 6687 8074,D 9519 9668,R 9649 8942,J 7300 7661",,,,,,None,None,,,,,,,,,,eur
2018157,LUNDI,31/12/2018,02/03/2019,43,24,34,27,14,10,14-24-27-34-43+10,,10000000,8,100000,73,1000,990,500,3495,50,39851,20,48737,10,537142,5,696125,2.2,10,20000,"E 6202 3197,H 5428 1787,M 7494 7671,O 6670 3636,K 7908 9156,W 0668 9538,O 6177 5185,J 2126 1563,Q 3461 5980,A 7809 7379",,,,,,None,None,,,,,,,,,,eur
2018156,SAMEDI,29/12/2018,28/02/2019,26,30,42,38,12,5,12-26-30-38-42+5,,2000000,3,100000,59,1000,630,500,3105,50,23780,20,41941,10,329344,5,593794,2.2,10,20000,"P 9130 3828,B 9623 5462,M 6526 9250,C 3011 7744,M 3320 0408,G 2806 2479,N 5763 5887,R 8482 5613,N 1882 6686,G 3929 1328",,,,,,None,None,,,,,,,,,,eur
2018155,MERCREDI,26/12/2018,25/02/2019,45,9,5,24,11,10,5-9-11-24-45+10,2,1000000,3,100000,51,1000,662,500,1970,50,26528,20,22825,10,295781,5,242665,2.2,10,20000,"R 3603 4953,U 2906 5397,C 4129 3357,G 1296 6635,F 6361 3651,E 6283 8269,J 6664 3219,T 5123 7141,L 5247 3322,D 4217 1429",,,,,,None,None,,,,,,,,,,eur
2018154,LUNDI,24/12/2018,23/02/2019,10,22,34,43,46,2,10-22-34-43-46+2,,2000000,1,100000,33,1000,345,500,1297,50,13088,20,18424,10,195222,5,281187,2.2,10,20000,"V 4103 0032,L 7028 4632,M 3441 2019,B 2329 0626,V 6152 2280,T 4065 7900,U 0131 6282,A 2358 5083,S 2938 2529,S 6575 4830",,,,,,None,None,,,,,,,,,,eur
2018153,SAMEDI,22/12/2018,21/02/2019,44,46,31,11,22,5,11-22-31-44-46+5,1,2000000,1,100000,77,1000,515,500,2896,50,22065,20,38931,10,300234,5,544196,2.2,10,20000,"I 0626 6850,Q 2767 9155,K 6294 8045,S 9273 7059,O 7581 8568,U 5285 7427,R 6697 1298,Q 4294 9093,W 0604 8075,O 8535 6097",,,,,,None,None,,,,,,,,,,eur
2018152,MERCREDI,19/12/2018,18/02/2019,21,3,25,10,11,3,3-10-11-21-25+3,1,8000000,5,100000,109,1000,848,500,3797,50,28310,20,40568,10,316732,5,377695,2.2,10,20000,"H 1347 4693,P 5248 0269,D 9106 9685,V 5616 1762,K 8992 8218,D 9020 7816,P 0755 9044,P 7421 1254,L 2970 3030,V 8188 4847",,,,,,None,None,,,,,,,,,,eur
2018151,LUNDI,17/12/2018,16/02/2019,2,9,25,35,30,9,2-9-25-30-35+9,,7000000,,100000,39,1000,252,500,1511,50,13021,20,21981,10,196260,5,280707,2.2,10,20000,"W 0573 3689,M 5592 3074,R 7008 0528,C 8032 2559,K 4493 1452,U 3986 2202,B 1332 1463,C 1728 4771,T 9749 9047,A 3583 1191",,,,,,None,None,,,,,,,,,,eur
2018150,SAMEDI,15/12/2018,14/02/2019,38,1,3,32,30,6,1-3-30-32-38+6,,6000000,,100000,24,1000,305,500,1752,50,17721,20,30227,10,299177,5,460462,2.2,10,20000,"Q 2944 6741,F 2593 6778,W 0570 7961,L 9356 8603,M 3223 1357,B 2219 2183,A 4279 2902,P 5493 3440,O 6733 6610,U 9794 6963",,,,,,None,None,,,,,,,,,,eur
2018149,MERCREDI,12/12/2018,11/02/2019,39,21,45,12,44,5,12-21-39-44-45+5,,5000000,1,100000,31,1000,282,500,1854,50,14250,20,27894,10,216380,5,420225,2.2,10,20000,"H 7572 4197,G 7604 8006,O 1449 4771,C 7298 5932,E 4103 0432,C 1457 4322,I 8276 7262,S 4699 9875,C 2317 6907,P 8015 1601",,,,,,None,None,,,,,,,,,,eur
2018148,LUNDI,10/12/2018,09/02/2019,8,34,16,13,37,10,8-13-16-34-37+10,,4000000,2,100000,28,1000,313,500,1100,50,13671,20,16349,10,199209,5,217403,2.2,10,20000,"R 7280 2157,D 3447 8753,R 4328 5704,C 8616 8560,M 0039 9644,F 8705 1619,F 3855 7712,B 0977 2345,I 7422 8999,R 6222 5446",,,,,,None,None,,,,,,,,,,eur
2018147,SAMEDI,08/12/2018,07/02/2019,25,38,11,29,14,8,11-14-25-29-38+8,,3000000,3,100000,69,1000,612,500,2920,50,24505,20,39300,10,334033,5,492733,2.2,10,20000,"A 8136 8966,B 4615 7171,I 8156 6406,O 6585 8854,B 8949 9547,N 9749 4194,A 9587 4102,E 7348 0140,N 6632 3543,N 6667 3867",,,,,,None,None,,,,,,,,,,eur
2018146,MERCREDI,05/12/2018,04/02/2019,6,19,41,17,18,9,6-17-18-19-41+9,,2000000,,100000,34,1000,290,500,1707,50,16468,20,27022,10,249340,5,328384,2.2,10,20000,"K 4184 9540,T 3367 1869,M 9080 6789,E 4046 6431,V 1912 0915,K 2128 7783,S 9209 2056,E 8534 9547,A 6590 3761,D 2786 2083",,,,,,None,None,,,,,,,,,,eur
2018145,LUNDI,03/12/2018,02/02/2019,1,15,9,19,39,5,1-9-15-19-39+5,1,5000000,3,100000,48,1000,426,500,2212,50,16639,20,27908,10,211907,5,323568,2.2,10,20000,"G 8032 6572,M 6913 4554,J 5329 9087,J 3451 7871,M 8245 8444,S 2065 7600,K 5928 8299,C 4708 8363,W 0533 7541,A 6076 2489",,,,,,None,None,,,,,,,,,,eur
2018144,SAMEDI,01/12/2018,31/01/2019,15,6,3,23,39,2,3-6-15-23-39+2,,4000000,2,100000,59,1000,619,500,2305,50,27014,20,31142,10,354973,5,390787,2.2,10,20000,"M 3233 6254,W 0526 3495,H 1437 8443,S 9575 8972,L 6716 1144,G 2765 4737,Q 7015 9094,S 1896 1618,C 0327 6283,V 7883 8801",,,,,,None,None,,,,,,,,,,eur
2018143,MERCREDI,28/11/2018,28/01/2019,3,38,30,10,15,6,3-10-15-30-38+6,,3000000,1,100000,39,1000,386,500,1735,50,18359,20,24327,10,244739,5,310595,2.2,10,20000,"Q 7344 7907,I 7656 9172,S 5536 6492,V 8124 4853,R 7104 7319,L 9327 5948,B 8906 6076,V 4480 8492,T 9176 5680,U 8954 9758",,,,,,None,None,,,,,,,,,,eur
2018142,LUNDI,26/11/2018,26/01/2019,36,30,34,14,21,2,14-21-30-34-36+2,,2000000,,100000,22,1000,222,500,938,50,10211,20,13801,10,155362,5,219254,2.2,10,20000,"I 8638 6569,R 8760 0539,M 6211 0635,G 9653 3124,I 2938 4494,C 6885 0364,J 9103 7580,I 5871 8677,C 0755 6689,J 5853 3210",,,,,,None,None,,,,,,,,,,eur
2018141,SAMEDI,24/11/2018,24/01/2019,15,11,5,22,10,5,5-10-11-15-22+5,3,4000000,10,100000,234,1000,1330,500,6877,50,43310,20,66079,10,465574,5,572435,2.2,10,20000,"E 3230 0242,V 4759 8008,J 5674 6998,O 1025 8943,C 1775 9851,N 5736 4895,I 7729 4509,G 8574 8574,H 3128 5494,T 7359 2178",,,,,,None,None,,,,,,,,,,eur
2018140,MERCREDI,21/11/2018,21/01/2019,22,45,20,21,23,10,20-21-22-23-45+10,,11000000,1,100000,25,1000,423,500,1534,50,15798,20,23270,10,260063,5,317332,2.2,10,20000,"A 4729 3389,R 9083 6316,M 9672 3756,E 9181 2330,G 6283 6004,W 0484 9779,D 4481 9800,C 2851 6502,S 2306 0729,O 7737 1865",,,,,,None,None,,,,,,,,,,eur
2018139,LUNDI,19/11/2018,19/01/2019,33,46,21,20,28,7,20-21-28-33-46+7,,10000000,4,100000,22,1000,245,500,1594,50,10612,20,28610,10,175010,5,448905,2.2,10,20000,"A 6632 5405,O 6381 7046,F 2776 2098,U 8902 6925,D 9287 2219,Q 1555 8452,I 3148 1883,G 9468 8994,K 8097 2898,F 1918 2277",,,,,,None,None,,,,,,,,,,eur
2018138,SAMEDI,17/11/2018,17/01/2019,42,20,27,22,12,7,12-20-22-27-42+7,,9000000,4,100000,113,1000,595,500,4800,50,27072,20,62713,10,358824,5,719538,2.2,10,20000,"G 1856 8724,T 9031 4084,W 0454 2572,R 5706 7139,M 5708 5563,O 4957 4863,U 4991 4100,S 9631 2975,G 6217 0352,V 4795 7185",,,,,,None,None,,,,,,,,,,eur
2018137,MERCREDI,14/11/2018,14/01/2019,36,41,15,49,48,5,15-36-41-48-49+5,,8000000,1,100000,31,1000,199,500,1655,50,12632,20,24951,10,193284,5,449977,2.2,10,20000,"T 6609 8252,E 1350 2475,F 5122 4564,D 4140 5012,H 2961 2683,J 4280 1740,A 5216 4560,G 4475 4113,D 8866 9226,G 8212 1382",,,,,,None,None,,,,,,,,,,eur
2018136,LUNDI,12/11/2018,12/01/2019,13,14,37,21,15,7,13-14-15-21-37+7,,7000000,,100000,42,1000,246,500,2330,50,13735,20,36567,10,206514,5,432934,2.2,10,20000,"D 1307 5844,E 0158 9013,A 5580 7108,R 8274 5020,T 9669 8230,Q 1242 4691,H 7128 9050,O 0055 2121,F 2503 2299,V 8189 8515",,,,,,None,None,,,,,,,,,,eur
2018135,SAMEDI,10/11/2018,10/01/2019,20,43,18,44,30,7,18-20-30-43-44+7,,6000000,1,100000,58,1000,368,500,3075,50,20521,20,48945,10,309979,5,753959,2.2,10,20000,"L 5112 7474,I 5987 7092,U 9111 5696,S 2147 7591,F 5391 2100,S 0352 2492,P 7750 0730,B 0494 0752,K 8362 3545,J 2959 4870",,,,,,None,None,,,,,,,,,,eur
2018134,MERCREDI,07/11/2018,07/01/2019,33,27,3,20,6,8,3-6-20-27-33+8,,5000000,4,100000,41,1000,503,500,2125,50,21014,20,30485,10,279578,5,370161,2.2,10,20000,"T 9876 6925,U 6210 4151,A 0459 4788,E 2369 9766,C 4818 0637,I 2354 4407,E 7723 1625,V 2821 2810,J 6805 9340,I 9360 7772",,,,,,None,None,,,,,,,,,,eur
2018133,LUNDI,05/11/2018,05/01/2019,9,11,39,29,32,8,9-11-29-32-39+8,,4000000,2,100000,40,1000,287,500,1529,50,13872,20,21884,10,195932,5,293214,2.2,10,20000,"H 8326 2789,N 2469 5587,A 7129 2442,I 2267 9494,M 0231 7819,B 7618 5892,R 7068 3725,P 2589 8399,L 4774 1579,M 9697 8178",,,,,,None,None,,,,,,,,,,eur
2018132,SAMEDI,03/11/2018,03/01/2019,6,29,8,9,39,2,6-8-9-29-39+2,,3000000,1,100000,45,1000,506,500,2497,50,26561,20,33180,10,367194,5,396853,2.2,10,20000,"L 8083 5523,D 9624 6759,R 2654 5958,C 9750 2534,R 4582 7906,F 7504 8008,P 6532 1099,V 6528 3430,L 3661 1089,G 1353 2644",,,,,,None,None,,,,,,,,,,eur
2018131,MERCREDI,31/10/2018,31/12/2018,34,14,2,28,38,4,2-14-28-34-38+4,,2000000,3,100000,32,1000,253,500,1607,50,14081,20,23862,10,210813,5,346434,2.2,10,20000,"A 0311 5742,S 5789 9619,F 7051 7770,O 9320 2697,K 7230 8538,W 0376 3818,T 1126 5304,K 1073 2498,L 7683 8446,G 5794 2816",,,,,,None,None,,,,,,,,,,eur
2018130,LUNDI,29/10/2018,29/12/2018,9,42,24,43,22,7,9-22-24-42-43+7,1,5000000,1,100000,40,1000,213,500,2002,50,11376,20,32172,10,178936,5,431811,2.2,10,20000,"F 5404 8134,P 3560 1165,Q 6658 0639,L 1004 1905,R 6255 7121,T 8321 1534,S 5995 1065,V 4574 3812,F 2918 2599,L 7847 0595",,,,,,None,None,,,,,,,,,,eur
2018129,SAMEDI,27/10/2018,27/12/2018,26,21,36,29,35,9,21-26-29-35-36+9,,4000000,1,100000,35,1000,308,500,1750,50,16170,20,30194,10,274984,5,487137,2.2,10,20000,"Q 5107 3436,M 3470 5463,E 3927 8574,R 9087 9579,N 2067 9171,K 8269 6210,S 7467 3966,A 0070 4352,P 9541 9695,U 5964 8211",,,,,,None,None,,,,,,,,,,eur
2018128,MERCREDI,24/10/2018,24/12/2018,28,45,34,36,9,6,9-28-34-36-45+6,,3000000,,100000,37,1000,329,500,1499,50,14930,20,21045,10,205803,5,320139,2.2,10,20000,"M 7426 1424,M 9998 2405,N 8496 1803,F 7721 5638,S 5709 0383,F 7092 0156,L 8378 7196,C 7137 7133,A 5939 8015,O 4672 3852",,,,,,None,None,,,,,,,,,,eur
2018127,LUNDI,22/10/2018,22/12/2018,10,4,29,19,47,6,4-10-19-29-47+6,,2000000,2,100000,38,1000,413,500,1632,50,16290,20,21105,10,206531,5,252716,2.2,10,20000,"K 0011 5615,O 4246 4485,R 1607 7408,G 2495 1872,A 5491 4724,T 2049 7215,Q 6784 8877,S 1622 2771,L 4892 1600,K 2665 2957",,,,,,None,None,,,,,,,,,,eur
2018126,SAMEDI,20/10/2018,20/12/2018,7,17,31,12,48,8,7-12-17-31-48+8,1,9000000,3,100000,89,1000,825,500,3631,50,32999,20,47683,10,417942,5,539829,2.2,10,20000,"T 0737 0035,L 7209 1099,N 8148 2722,M 9612 4850,N 0069 1765,D 1966 3318,Q 5036 4512,N 1429 6330,K 4281 3030,O 1625 3054",,,,,,None,None,,,,,,,,,,eur
2018125,MERCREDI,17/10/2018,17/12/2018,33,13,7,2,41,1,2-7-13-33-41+1,,8000000,2,100000,53,1000,730,500,2186,50,24967,20,25794,10,303076,5,289847,2.2,10,20000,"R 5562 7881,K 9394 3432,A 2129 6670,V 0022 9726,B 7096 3655,H 9237 2066,I 4753 4328,Q 8282 8020,U 1970 9079,R 9381 7554",,,,,,None,None,,,,,,,,,,eur
2018124,LUNDI,15/10/2018,15/12/2018,8,14,25,19,49,5,8-14-19-25-49+5,,7000000,5,100000,66,1000,482,500,2316,50,17089,20,29542,10,222530,5,345717,2.2,10,20000,"G 2170 4280,H 7697 1928,T 8864 7574,H 8663 0242,U 4204 1217,G 6227 5763,M 2100 4162,Q 1300 5134,K 6783 1699,S 7788 6792",,,,,,None,None,,,,,,,,,,eur
2018123,SAMEDI,13/10/2018,13/12/2018,1,36,45,4,22,8,1-4-22-36-45+8,,6000000,5,100000,53,1000,439,500,2412,50,21439,20,36886,10,329784,5,532318,2.2,10,20000,"O 0326 4151,U 6936 0228,S 1962 5403,T 8258 4257,A 7103 1001,P 1823 2033,W 0300 6837,N 8065 3250,L 1860 7564,Q 3840 9609",,,,,,None,None,,,,,,,,,,eur
2018122,MERCREDI,10/10/2018,10/12/2018,5,24,38,29,4,3,4-5-24-29-38+3,,5000000,2,100000,34,1000,366,500,1852,50,17255,20,28879,10,258717,5,384480,2.2,10,20000,"J 4078 1407,Q 7817 8862,N 7442 6451,L 8189 7521,O 4448 8920,Q 3615 7304,S 6922 6568,F 4531 6831,V 7163 4147,M 6772 9886",,,,,,None,None,,,,,,,,,,eur
2018121,LUNDI,08/10/2018,08/12/2018,46,1,4,23,24,2,1-4-23-24-46+2,,4000000,2,100000,25,1000,262,500,1160,50,13311,20,17422,10,196685,5,241696,2.2,10,20000,"P 7832 7633,S 2666 0929,V 1221 9582,N 8954 7631,N 8131 7529,E 9858 7629,A 7406 4861,T 9845 5219,R 1537 7574,I 2243 2740",,,,,,None,None,,,,,,,,,,eur
2018120,SAMEDI,06/10/2018,06/12/2018,49,39,8,48,1,9,1-8-39-48-49+9,,3000000,,100000,37,1000,415,500,2211,50,20138,20,33092,10,301656,5,478609,2.2,10,20000,"I 3824 1689,C 6995 4442,Q 7671 5090,C 3573 3456,L 8590 3310,P 4445 7153,F 2027 3790,B 6612 8746,T 6613 3775,C 8787 2493",,,,,,None,None,,,,,,,,,,eur
2018119,MERCREDI,03/10/2018,03/12/2018,31,24,11,20,32,8,11-20-24-31-32+8,,2000000,1,100000,43,1000,311,500,1849,50,15590,20,26490,10,230520,5,355128,2.2,10,20000,"L 8242 6516,I 6636 9312,J 4002 2424,I 1030 0336,A 9943 0817,Q 6967 5694,K 1691 5906,L 2706 4386,P 2174 9277,S 5690 1173",,,,,,None,None,,,,,,,,,,eur
2018118,LUNDI,01/10/2018,01/12/2018,6,1,40,7,2,4,1-2-6-7-40+4,1,2000000,,100000,33,1000,359,500,1440,50,15110,20,21002,10,205973,5,257777,2.2,10,20000,"L 9270 5180,I 5144 4399,A 3098 6600,A 8474 9894,P 5432 1783,O 6805 5428,F 6163 0071,H 1662 0850,E 9717 3772,A 9981 5562",,,,,,None,None,,,,,,,,,,eur
2018117,SAMEDI,29/09/2018,29/11/2018,31,7,15,10,17,4,7-10-15-17-31+4,1,4000000,4,100000,75,1000,945,500,3614,50,34152,20,43027,10,407874,5,468272,2.2,10,20000,"V 3110 2465,O 2379 3760,I 2421 0350,G 0041 8158,P 8079 7616,U 5208 5475,H 9560 8326,Q 1493 8117,O 4772 9276,D 2798 1535",,,,,,None,None,,,,,,,,,,eur
2018116,MERCREDI,26/09/2018,26/11/2018,40,18,15,36,10,3,10-15-18-36-40+3,,3000000,,100000,40,1000,298,500,1564,50,14438,20,24499,10,216011,5,351288,2.2,10,20000,"T 8218 8910,M 0020 3857,W 0257 1705,J 3594 6603,Q 1011 1745,E 0066 6721,G 6428 7164,B 5789 3530,F 7884 9332,J 3414 9284",,,,,,None,None,,,,,,,,,,eur
2018115,LUNDI,24/09/2018,24/11/2018,12,30,17,8,6,3,6-8-12-17-30+3,,2000000,7,100000,80,1000,654,500,2573,50,21128,20,26783,10,227822,5,261240,2.2,10,20000,"D 7853 6560,V 0996 3162,I 2886 2886,T 8003 2054,Q 1519 7806,F 1966 0042,H 9893 7811,O 1069 5287,P 5266 3506,H 2319 2231",,,,,,None,None,,,,,,,,,,eur
2018114,SAMEDI,22/09/2018,22/11/2018,14,37,39,18,38,9,14-18-37-38-39+9,1,4000000,4,100000,33,1000,375,500,2016,50,17941,20,30283,10,268486,5,479735,2.2,10,20000,"M 3448 7807,G 7020 3577,L 4879 1992,A 4183 1344,N 1126 8412,P 9556 1039,N 7010 8792,C 8668 2905,F 5406 8889,O 0718 9287",,,,,,None,None,,,,,,,,,,eur
2018113,MERCREDI,19/09/2018,19/11/2018,15,42,4,27,25,5,4-15-25-27-42+5,,3000000,2,100000,49,1000,383,500,2205,50,16765,20,30702,10,232854,5,389459,2.2,10,20000,"L 3372 7843,E 8523 1881,S 5316 5420,J 0545 7071,B 4812 6546,B 4862 5593,J 7599 6069,D 9511 0475,K 4020 7572,C 7046 5791",,,,,,None,None,,,,,,,,,,eur
2018112,LUNDI,17/09/2018,17/11/2018,43,42,8,15,26,5,8-15-26-42-43+5,,2000000,,100000,36,1000,224,500,1361,50,11043,20,21542,10,167809,5,308583,2.2,10,20000,"L 1696 8474,B 9529 7466,V 7058 7564,P 1552 5112,R 7314 0656,L 0510 1458,L 9207 9881,V 0963 6843,E 1934 0233,K 0795 3957",,,,,,None,None,,,,,,,,,,eur
2018111,SAMEDI,15/09/2018,15/11/2018,11,26,1,46,13,5,1-11-13-26-46+5,1,2000000,2,100000,89,1000,706,500,3559,50,28277,20,46902,10,363045,5,530992,2.2,10,20000,"M 9679 4552,B 7895 6822,A 6768 0495,K 2442 9240,S 9569 3846,G 2930 6729,H 9722 4759,B 9948 3354,J 7788 0472,C 2351 3699",,,,,,None,None,,,,,,,,,,eur
2018110,MERCREDI,12/09/2018,12/11/2018,11,33,24,35,4,9,4-11-24-33-35+9,,9000000,3,100000,45,1000,402,500,1900,50,17548,20,27870,10,252461,5,377986,2.2,10,20000,"K 1992 5649,C 4235 6779,C 3249 2384,O 7784 0426,P 1757 6452,C 4506 7778,V 4772 0178,N 5589 8652,N 1310 1345,H 6994 5244",,,,,,None,None,,,,,,,,,,eur
2018109,LUNDI,10/09/2018,10/11/2018,27,20,19,46,38,10,19-20-27-38-46+10,,8000000,1,100000,20,1000,296,500,1142,50,12710,20,16057,10,190458,5,230679,2.2,10,20000,"H 0385 8340,Q 7120 3771,F 5964 0460,Q 2897 0874,G 8502 0601,T 3190 7109,L 4159 8159,U 2187 9084,I 8868 5387,K 2422 7827",,,,,,None,None,,,,,,,,,,eur
2018108,SAMEDI,08/09/2018,08/11/2018,6,19,22,34,20,10,6-19-20-22-34+10,,7000000,4,100000,48,1000,556,500,1995,50,25287,20,30141,10,362494,5,390389,2.2,10,20000,"J 7638 0395,M 6249 4903,F 3869 0425,B 0135 7591,S 2397 9262,N 1165 1112,J 4124 9915,K 3997 7036,M 8817 0370,Q 8571 5788",,,,,,None,None,,,,,,,,,,eur
2018107,MERCREDI,05/09/2018,05/11/2018,7,39,34,6,15,1,6-7-15-34-39+1,,6000000,,100000,19,1000,213,500,1243,50,14682,20,20469,10,246573,5,276679,2.2,10,20000,"H 7735 2044,G 7821 3734,L 6651 4560,U 7630 7939,M 0121 0215,S 7059 4430,C 1033 7375,A 5870 3500,T 2783 7018,C 5447 8464",,,,,,None,None,,,,,,,,,,eur
2018106,LUNDI,03/09/2018,03/11/2018,18,2,15,1,41,10,1-2-15-18-41+10,,5000000,1,100000,24,1000,225,500,1133,50,12764,20,17009,10,197855,5,217450,2.2,10,20000,"G 5429 1151,H 4379 6083,D 9865 0113,R 9313 4948,S 6660 0967,L 8589 8571,W 0180 9984,R 5092 4996,C 0007 8888,F 1898 9600",,,,,,None,None,,,,,,,,,,eur
2018105,SAMEDI,01/09/2018,01/11/2018,32,35,11,41,42,6,11-32-35-41-42+6,,4000000,2,100000,31,1000,293,500,1729,50,16257,20,27830,10,260008,5,450464,2.2,10,20000,"N 8726 2189,C 2458 9230,H 7201 9336,J 1965 9605,S 2212 3014,I 4681 9421,N 8547 3353,G 8578 8684,T 4295 6364,C 6041 7893",,,,,,None,None,,,,,,,,,,eur
2018104,MERCREDI,29/08/2018,29/10/2018,17,45,19,40,31,1,17-19-31-40-45+1,,3000000,2,100000,16,1000,328,500,1156,50,13761,20,17688,10,216421,5,266932,2.2,10,20000,"U 8698 6931,B 1301 3634,A 6082 4147,U 9446 5334,L 6570 6244,K 7277 3682,L 2963 8377,T 5238 9229,Q 6258 8232,I 5642 7921",,,,,,None,None,,,,,,,,,,eur
2018103,LUNDI,27/08/2018,27/10/2018,40,17,24,18,10,2,10-17-18-24-40+2,,2000000,1,100000,16,1000,310,500,1291,50,14070,20,17952,10,201186,5,224166,2.2,10,20000,"C 9085 4410,B 8301 3083,S 7292 0396,Q 8736 8220,L 4616 9728,W 0164 0844,S 6216 9480,S 0661 7479,G 4296 0026,I 0886 0870",,,,,,None,None,,,,,,,,,,eur
2018102,SAMEDI,25/08/2018,25/10/2018,29,6,15,44,16,3,6-15-16-29-44+3,1,2000000,,100000,57,1000,521,500,2571,50,22477,20,36085,10,318376,5,482064,2.2,10,20000,"J 9050 5401,F 7696 5050,I 3918 4574,B 1116 6627,T 0456 5552,E 0893 6520,L 6572 8527,S 3890 0518,P 2219 1432,H 9628 7080",,,,,,None,None,,,,,,,,,,eur
2018101,MERCREDI,22/08/2018,22/10/2018,16,42,12,6,40,3,6-12-16-40-42+3,1,5000000,1,100000,35,1000,337,500,1876,50,17008,20,27983,10,246564,5,365643,2.2,10,20000,"A 7275 6702,T 0794 3409,O 9366 7393,E 9166 7322,Q 9187 4841,I 2275 6003,S 7649 4536,B 7246 5506,L 8601 5357,Q 1127 7456",,,,,,None,None,,,,,,,,,,eur
